CUSTOMER_ID,PRODUCT_TYPE,CHURN_STATUS,DURATION,TRAFFIC_SOURCE,GENDER,AGE_BUCKET,STATE,CARRIER_NAME,SUBMIT_METHOD,REVENUE_RECEIVED
C36912,Product A,1,246,Source 1,F,Age Range 1,TX,Carrier 1,Phone,398
C36913,Product A,0,220,Source 1,M,Age Range 2,MO,Carrier 5,Phone,633
C36914,Product B,1,361,Source 222,F,Age Range 1,PA,Carrier 3,Web,68
C36915,Product A,0,589,Source 1,M,Age Range 2,OK,Carrier 2,Phone,752
C36916,Product A,0,592,Source 1,M,Age Range 2,GA,Carrier 1,Phone,548.25
C36917,Product B,1,1094,Source 167,F,Age Range 1,TX,Carrier 3,Phone,150
C36918,Product B,0,1322,Source 43,F,Age Range 1,MO,Carrier 5,Phone,177.35
C36919,Product A,0,559,Source 160,F,Age Range 2,MI,Carrier 4,Phone,411
C36920,Product B,0,2059,Source 164,M,Age Range 1,MS,Carrier 3,Phone,299
C36921,Product A,0,130,Source 171,M,Age Range 1,DE,Carrier 1,Phone,600
C36922,Product A,1,2087,Source 213,M,Age Range 2,OH,Carrier 4,Phone,1957.87
C36923,Product B,0,404,Source 1,F,Age Range 2,PA,Carrier 5,Phone,151.5
C36924,Product B,0,220,Source 222,F,Age Range 1,NC,Carrier 3,Web,66
C36925,Product B,0,2116,Source 201,F,Age Range 3,IA,Carrier 3,Phone,347
C36926,Product A,1,367,Source 117,M,Age Range 2,OK,Carrier 3,Phone,1458
C36927,Product B,0,1165,Source 222,M,Age Range 3,WA,Carrier 3,Phone,221
C36928,Product A,1,417,Source 95,M,Age Range 3,OH,Carrier 1,Phone,342.5
C36929,Product A,1,124,Source 233,F,Age Range 1,CO,Carrier 3,Phone,207.75
C36930,Product B,0,595,Source 43,F,Age Range 1,NJ,Carrier 1,Web,83.06
C36931,Product C,0,955,Source 125,M,Age Range 1,NH,Carrier 3,Phone,526.46
C36932,Product A,0,952,Source 178,F,Age Range 2,GA,Carrier 3,Phone,889
C36933,Product A,0,589,Source 1,M,Age Range 1,TX,Carrier 5,Phone,709.26
C36934,Product B,0,1316,Source 173,F,Age Range 2,WI,Carrier 3,Web,196
C36935,Product A,1,342,Source 1,F,Age Range 2,NC,Carrier 1,Phone,541.75
C36936,Product B,0,596,Source 217,M,Age Range 1,GA,Carrier 5,Web,176
C36937,Product C,0,373,Source 117,F,Age Range 1,MA,Carrier 2,Phone,216
C36938,Product A,1,34,Source 1,M,Age Range 2,WA,Carrier 3,Phone,59
C36939,Product B,0,1327,Source 242,M,Age Range 1,TN,Carrier 3,Phone,202
C36940,Product A,1,23,Source 1,M,Age Range 1,AL,Carrier 3,Phone,65
C36941,Product A,1,58,Source 164,M,Age Range 2,OH,Carrier 4,Phone,621
C36942,Product A,1,91,Source 95,F,Age Range 1,OR,Carrier 4,Phone,199
C36943,Product A,0,1410,Source 205,F,Age Range 1,WA,Carrier 3,Phone,1664.75
C36944,Product A,1,189,Source 1,F,Age Range 2,NC,Carrier 3,Phone,404.5
C36945,Product A,0,132,Source 1,F,Age Range 2,MS,Carrier 3,Phone,523.25
C36946,Product A,0,531,Source 1,F,Age Range 1,PA,Carrier 1,Phone,727.5
C36947,Product A,0,462,Source 1,F,Age Range 3,TN,Carrier 5,Phone,259.33
C36948,Product A,1,35,Source 1,F,Age Range 1,LA,Carrier 3,Phone,57.75
C36949,Product B,0,1779,Source 95,F,Age Range 1,LA,Carrier 3,Phone,315
C36950,Product C,0,1593,Source 180,F,Age Range 1,AK,Carrier 3,Phone,1474.56
C36951,Product B,0,833,Source 191,M,Age Range 1,MD,Carrier 5,Web,137.15
C36952,Product A,0,832,Source 95,F,Age Range 2,OH,Carrier 4,Phone,1080.16
C36953,Product A,0,869,Source 1,F,Age Range 1,DE,Carrier 2,Phone,1363
C36954,Product B,0,503,Source 190,M,Age Range 1,UT,Carrier 3,Phone,142
C36955,Product A,1,518,Source 1,F,Age Range 3,TX,Carrier 3,Phone,908
C36956,Product A,0,586,Source 117,F,Age Range 1,WI,Carrier 3,Phone,433.56
C36957,Product C,1,0,Source 95,F,Age Range 2,MS,Carrier 4,Phone,0
C36958,Product A,1,758,Source 160,M,Age Range 2,SC,Carrier 2,Phone,1042.92
C36959,Product B,0,1475,Source 43,M,Age Range 1,VA,Carrier 3,Phone,263
C36960,Product B,1,1312,Source 95,M,Age Range 1,IA,Carrier 3,Phone,216.7
C36961,Product A,0,195,Source 194,M,Age Range 1,NV,Carrier 5,Phone,716.52
C36962,Product B,0,1171,Source 95,M,Age Range 1,TX,Carrier 2,Phone,206.5
C36963,Product A,0,222,Source 160,F,Age Range 2,FL,Carrier 3,Web,632
C36964,Product C,0,442,Source 95,F,Age Range 1,WA,Carrier 4,Phone,340.22
C36965,Product A,0,1382,Source 95,M,Age Range 2,IL,Carrier 3,Phone,1668.75
C36966,Product A,0,353,Source 1,M,Age Range 2,OH,Carrier 4,Phone,287.4
C36967,Product B,0,223,Source 227,F,Age Range 1,IL,Carrier 1,Phone,57
C36968,Product A,0,836,Source 1,F,Age Range 3,NC,Carrier 3,Phone,1084
C36969,Product A,0,320,Source 81,F,Age Range 1,CA,Carrier 3,Phone,545.31
C36970,Product A,0,222,Source 200,M,Age Range 1,OH,Carrier 1,Phone,604
C36971,Product A,0,1175,Source 178,M,Age Range 2,TX,Carrier 2,Phone,638
C36972,Product A,1,454,Source 1,F,Age Range 1,MO,Carrier 3,Phone,476
C36973,Product C,0,1530,Source 11,M,Age Range 3,VA,Carrier 4,Phone,886.32
C36974,Product B,0,220,Source 66,F,Age Range 1,KS,Carrier 5,Phone,84
C36975,Product A,1,28,Source 222,F,Age Range 2,IN,Carrier 3,Web,66
C36976,Product B,0,228,Source 191,F,Age Range 1,PA,Carrier 1,Phone,100
C36977,Product B,0,961,Source 164,F,Age Range 1,TN,Carrier 5,Web,136.15
C36978,Product B,1,709,Source 95,F,Age Range 1,CA,Carrier 3,Phone,148.53
C36979,Product B,1,267,Source 95,F,Age Range 3,MS,Carrier 5,Phone,72.99
C36980,Product B,0,2057,Source 201,F,Age Range 1,LA,Carrier 3,Phone,298
C36981,Product A,0,595,Source 222,F,Age Range 2,IL,Carrier 3,Phone,801.81
C36982,Product A,1,361,Source 182,M,Age Range 1,AZ,Carrier 5,Phone,217
C36983,Product A,1,187,Source 194,F,Age Range 1,MS,Carrier 5,Phone,109
C36984,Product A,0,596,Source 1,F,Age Range 2,VA,Carrier 3,Phone,591.81
C36985,Product B,1,272,Source 171,M,Age Range 1,AR,Carrier 5,Phone,170
C36986,Product B,1,117,Source 218,M,Age Range 1,VA,Carrier 1,Phone,94
C36987,Product A,0,228,Source 1,F,Age Range 1,IL,Carrier 3,Phone,414
C36988,Product A,1,364,Source 182,F,Age Range 1,AZ,Carrier 5,Phone,224
C36989,Product B,0,220,Source 224,M,Age Range 1,GA,Carrier 5,Web,117
C36990,Product B,0,226,Source 188,F,Age Range 1,CA,Carrier 5,Phone,55
C36991,Product B,1,1827,Source 164,F,Age Range 1,NY,Carrier 3,Phone,233
C36992,Product A,1,57,Source 1,F,Age Range 1,GA,Carrier 3,Phone,111.58
C36993,Product B,0,1323,Source 95,M,Age Range 1,MS,Carrier 3,Web,227
C36994,Product A,0,443,Source 145,M,Age Range 3,IL,Carrier 5,Phone,257.44
C36995,Product B,1,141,Source 95,M,Age Range 1,AZ,Carrier 3,Web,29.84
C36996,Product A,1,669,Source 178,M,Age Range 3,OH,Carrier 4,Web,909.08
C36997,Product A,0,1717,Source 222,F,Age Range 2,AZ,Carrier 3,Phone,1658.48
C36998,Product B,1,1453,Source 43,F,Age Range 1,NE,Carrier 3,Phone,199
C36999,Product A,1,303,Source 1,F,Age Range 2,FL,Carrier 1,Phone,450
C37000,Product A,0,596,Source 117,M,Age Range 1,IA,Carrier 5,Web,701.26
C37001,Product B,1,144,Source 9,F,Age Range 1,IL,Carrier 5,Phone,68.33
C37002,Product A,1,913,Source 95,F,Age Range 1,TN,Carrier 3,Phone,1003.06
C37003,Product A,0,231,Source 185,F,Age Range 1,OH,Carrier 4,Phone,438.04
C37004,Product B,1,248,Source 193,M,Age Range 1,IA,Carrier 5,Phone,111
C37005,Product B,1,732,Source 222,F,Age Range 1,AZ,Carrier 1,Phone,98
C37006,Product A,0,196,Source 1,F,Age Range 2,GA,Carrier 1,Phone,602
C37007,Product A,0,223,Source 227,F,Age Range 1,WV,Carrier 1,Phone,602
C37008,Product B,1,367,Source 215,M,Age Range 1,TX,Carrier 5,Phone,50
C37009,Product C,1,156,Source 95,M,Age Range 3,IN,Carrier 4,Phone,165.3
C37010,Product B,0,841,Source 9,M,Age Range 3,IL,Carrier 5,Phone,244
C37011,Product A,1,212,Source 95,M,Age Range 1,NY,Carrier 5,Phone,347.42
C37012,Product A,1,0,Source 117,M,Age Range 1,IL,Carrier 1,Web,93
C37013,Product A,1,733,Source 117,F,Age Range 2,MS,Carrier 3,Phone,971
C37014,Product A,1,734,Source 164,F,Age Range 1,WV,Carrier 1,Phone,786
C37015,Product B,0,839,Source 9,M,Age Range 1,WI,Carrier 5,Phone,237
C37016,Product B,1,1211,Source 164,M,Age Range 2,MD,Carrier 5,Phone,80.9
C37017,Product A,1,364,Source 88,M,Age Range 2,TX,Carrier 1,Phone,592
C37018,Product B,0,1193,Source 227,F,Age Range 3,NM,Carrier 5,Phone,314
C37019,Product A,0,442,Source 1,M,Age Range 2,NC,Carrier 3,Phone,502.64
C37020,Product A,1,0,Source 164,F,Age Range 2,SC,Carrier 3,Phone,426
C37021,Product A,0,465,Source 88,M,Age Range 2,AR,Carrier 5,Phone,403.89
C37022,Product B,0,1312,Source 178,M,Age Range 1,MI,Carrier 3,Phone,184
C37023,Product A,0,784,Source 1,M,Age Range 2,OH,Carrier 4,Phone,885.54
C37024,Product A,0,1233,Source 95,F,Age Range 1,PA,Carrier 1,Phone,1243.5
C37025,Product A,1,0,Source 95,F,Age Range 1,GA,Carrier 1,Phone,786
C37026,Product A,0,862,Source 1,M,Age Range 2,LA,Carrier 3,Phone,1082
C37027,Product A,1,711,Source 1,M,Age Range 2,NY,Carrier 5,Phone,1085.25
C37028,Product B,0,958,Source 1,F,Age Range 1,TX,Carrier 5,Phone,103.15
C37029,Product B,1,451,Source 95,F,Age Range 1,OK,Carrier 3,Phone,111.5
C37030,Product A,1,360,Source 43,F,Age Range 1,OH,Carrier 4,Phone,623
C37031,Product A,0,1773,Source 95,F,Age Range 2,MS,Carrier 3,Phone,1699.82
C37032,Product B,0,445,Source 176,M,Age Range 3,CT,Carrier 3,Web,106.08
C37033,Product B,1,367,Source 95,M,Age Range 1,VA,Carrier 1,Web,45
C37034,Product C,0,964,Source 230,F,Age Range 1,GA,Carrier 2,Phone,391.28
C37035,Product A,0,504,Source 178,F,Age Range 1,AZ,Carrier 5,Phone,704.26
C37036,Product B,0,595,Source 176,M,Age Range 1,SD,Carrier 5,Web,145
C37037,Product A,0,287,Source 1,M,Age Range 2,OK,Carrier 2,Phone,335
C37038,Product A,1,141,Source 1,M,Age Range 1,NY,Carrier 3,Phone,254.5
C37039,Product B,1,1006,Source 23,F,Age Range 3,VA,Carrier 3,Phone,177
C37040,Product A,0,957,Source 1,M,Age Range 1,GA,Carrier 2,Phone,1366
C37041,Product A,0,598,Source 1,F,Age Range 2,TX,Carrier 3,Phone,591.81
C37042,Product A,1,517,Source 164,M,Age Range 2,CA,Carrier 5,Phone,1102
C37043,Product B,0,225,Source 181,F,Age Range 1,WI,Carrier 3,Phone,64
C37044,Product B,0,224,Source 188,F,Age Range 2,FL,Carrier 1,Web,56
C37045,Product B,0,1690,Source 95,F,Age Range 1,TN,Carrier 3,Phone,239
C37046,Product A,0,1682,Source 95,M,Age Range 2,GA,Carrier 3,Phone,1474.75
C37047,Product A,1,185,Source 2,F,Age Range 2,OK,Carrier 3,Phone,725
C37048,Product A,0,954,Source 182,F,Age Range 1,AZ,Carrier 5,Phone,560.83
C37049,Product A,1,176,Source 222,F,Age Range 3,TX,Carrier 3,Phone,327.5
C37050,Product A,0,1651,Source 95,F,Age Range 3,NC,Carrier 3,Phone,1657.75
C37051,Product A,1,333,Source 184,F,Age Range 1,AL,Carrier 2,Phone,307.58
C37052,Product B,1,1091,Source 209,M,Age Range 1,MI,Carrier 5,Web,185.17
C37053,Product A,1,421,Source 1,M,Age Range 1,CA,Carrier 1,Phone,543.84
C37054,Product A,0,1327,Source 23,M,Age Range 1,AZ,Carrier 5,Phone,983.06
C37055,Product B,0,1325,Source 95,M,Age Range 1,TN,Carrier 3,Web,191
C37056,Product A,0,1324,Source 170,F,Age Range 1,CA,Carrier 5,Phone,1267.58
C37057,Product A,0,1282,Source 95,M,Age Range 1,RI,Carrier 5,Phone,1174.31
C37058,Product A,0,922,Source 200,F,Age Range 1,WA,Carrier 2,Phone,675.09
C37059,Product A,0,224,Source 1,F,Age Range 1,KY,Carrier 4,Phone,435.04
C37060,Product A,1,361,Source 95,F,Age Range 1,GA,Carrier 1,Phone,269
C37061,Product A,0,2057,Source 201,F,Age Range 1,NY,Carrier 4,Phone,1803.58
C37062,Product A,0,498,Source 1,M,Age Range 2,MI,Carrier 5,Phone,670.25
C37063,Product B,1,356,Source 164,M,Age Range 1,NY,Carrier 3,Phone,97
C37064,Product B,0,226,Source 200,F,Age Range 1,AL,Carrier 3,Phone,112
C37065,Product A,0,993,Source 23,F,Age Range 3,CO,Carrier 3,Phone,1447
C37066,Product A,0,679,Source 117,M,Age Range 1,MN,Carrier 3,Web,1093
C37067,Product A,1,184,Source 201,F,Age Range 1,ME,Carrier 3,Phone,342
C37068,Product B,0,350,Source 81,F,Age Range 3,VA,Carrier 3,Phone,152
C37069,Product B,1,667,Source 228,M,Age Range 2,WI,Carrier 3,Phone,40.78
C37070,Product A,1,355,Source 194,F,Age Range 1,TX,Carrier 1,Phone,453
C37071,Product A,0,223,Source 81,F,Age Range 2,NH,Carrier 5,Phone,624
C37072,Product C,0,1095,Source 141,M,Age Range 1,CA,Carrier 4,Phone,1242.51
C37073,Product A,0,199,Source 1,M,Age Range 2,TX,Carrier 5,Phone,582.5
C37074,Product A,0,108,Source 1,M,Age Range 3,DE,Carrier 1,Phone,405.33
C37075,Product B,0,598,Source 190,M,Age Range 1,TN,Carrier 3,Phone,153
C37076,Product A,0,1319,Source 95,M,Age Range 2,FL,Carrier 5,Phone,1238.06
C37077,Product C,0,345,Source 81,M,Age Range 3,TX,Carrier 3,Phone,273.22
C37078,Product A,0,408,Source 1,F,Age Range 2,GA,Carrier 3,Phone,476.81
C37079,Product B,0,590,Source 95,F,Age Range 1,KS,Carrier 1,Web,134.06
C37080,Product C,1,730,Source 95,M,Age Range 3,OH,Carrier 4,Phone,712.8
C37081,Product A,0,596,Source 95,F,Age Range 1,FL,Carrier 1,Phone,1092.5
C37082,Product B,0,685,Source 43,M,Age Range 3,NM,Carrier 5,Web,249
C37083,Product B,0,257,Source 192,M,Age Range 1,NJ,Carrier 5,Web,186
C37084,Product A,1,577,Source 200,F,Age Range 2,CT,Carrier 1,Phone,842
C37085,Product A,1,86,Source 1,M,Age Range 2,AL,Carrier 3,Phone,162
C37086,Product B,0,1862,Source 213,F,Age Range 1,IL,Carrier 3,Phone,311
C37087,Product B,0,954,Source 95,M,Age Range 1,TN,Carrier 5,Phone,213
C37088,Product A,0,222,Source 1,M,Age Range 2,NC,Carrier 3,Phone,631
C37089,Product A,1,295,Source 1,M,Age Range 3,TX,Carrier 3,Phone,697.49
C37090,Product A,0,224,Source 193,F,Age Range 2,IL,Carrier 1,Phone,387
C37091,Product A,0,497,Source 222,F,Age Range 1,GA,Carrier 3,Phone,690.56
C37092,Product B,0,1316,Source 222,M,Age Range 1,GA,Carrier 3,Phone,226
C37093,Product A,1,179,Source 53,F,Age Range 1,SC,Carrier 2,Phone,180.5
C37094,Product B,0,592,Source 173,F,Age Range 1,IL,Carrier 5,Phone,153
C37095,Product A,0,1324,Source 222,F,Age Range 1,FL,Carrier 3,Phone,1238
C37096,Product B,0,219,Source 81,F,Age Range 1,FL,Carrier 3,Web,67
C37097,Product A,0,1624,Source 2,F,Age Range 1,AZ,Carrier 3,Phone,1582
C37098,Product A,0,895,Source 1,M,Age Range 3,TX,Carrier 3,Phone,1086
C37099,Product B,0,201,Source 160,M,Age Range 3,OK,Carrier 5,Phone,106
C37100,Product A,1,245,Source 88,M,Age Range 1,MN,Carrier 3,Phone,256.64
C37101,Product A,1,366,Source 154,F,Age Range 1,NV,Carrier 3,Phone,708.75
C37102,Product A,0,164,Source 199,M,Age Range 1,NY,Carrier 5,Phone,536
C37103,Product B,0,1147,Source 178,F,Age Range 1,NH,Carrier 3,Phone,222
C37104,Product C,0,402,Source 171,M,Age Range 1,MI,Carrier 4,Phone,365.6
C37105,Product B,0,1908,Source 164,M,Age Range 3,TX,Carrier 3,Phone,308
C37106,Product A,1,24,Source 160,M,Age Range 1,TX,Carrier 3,Phone,30
C37107,Product A,0,590,Source 1,M,Age Range 1,AR,Carrier 1,Phone,555.25
C37108,Product A,0,317,Source 226,F,Age Range 2,VA,Carrier 3,Phone,436.31
C37109,Product A,1,116,Source 1,M,Age Range 1,DC,Carrier 2,Phone,745
C37110,Product A,0,140,Source 1,M,Age Range 1,SC,Carrier 5,Phone,377.5
C37111,Product C,1,298,Source 227,M,Age Range 1,AK,Carrier 3,Phone,21.89
C37112,Product A,1,369,Source 95,F,Age Range 1,GA,Carrier 3,Phone,611
C37113,Product B,1,506,Source 210,F,Age Range 1,MD,Carrier 3,Phone,149.25
C37114,Product A,0,233,Source 72,M,Age Range 1,WA,Carrier 2,Phone,188
C37115,Product B,0,1686,Source 95,F,Age Range 1,CA,Carrier 1,Phone,210
C37116,Product A,0,593,Source 1,M,Age Range 2,NY,Carrier 3,Phone,808.81
C37117,Product B,0,949,Source 95,F,Age Range 1,MA,Carrier 5,Phone,214
C37118,Product A,1,56,Source 1,M,Age Range 1,VA,Carrier 3,Phone,73.58
C37119,Product A,0,1968,Source 95,M,Age Range 1,GA,Carrier 3,Phone,1850.84
C37120,Product A,1,0,Source 1,F,Age Range 2,SD,Carrier 3,Phone,141.25
C37121,Product A,1,512,Source 95,F,Age Range 1,TX,Carrier 2,Phone,472
C37122,Product A,0,141,Source 194,F,Age Range 2,TX,Carrier 5,Phone,476.5
C37123,Product C,0,281,Source 164,F,Age Range 2,PA,Carrier 4,Phone,161.03
C37124,Product A,0,749,Source 1,F,Age Range 1,GA,Carrier 1,Phone,1000.29
C37125,Product A,0,226,Source 1,F,Age Range 1,AR,Carrier 5,Phone,653
C37126,Product B,1,365,Source 1,F,Age Range 2,NV,Carrier 3,Phone,72
C37127,Product A,0,224,Source 200,F,Age Range 2,CA,Carrier 3,Phone,463
C37128,Product A,1,365,Source 182,F,Age Range 1,AZ,Carrier 5,Phone,217
C37129,Product B,1,1398,Source 40,M,Age Range 2,TX,Carrier 3,Phone,184.78
C37130,Product A,1,364,Source 95,F,Age Range 1,NJ,Carrier 1,Phone,432
C37131,Product A,1,37,Source 14,F,Age Range 1,TX,Carrier 3,Phone,204.83
C37132,Product A,1,0,Source 1,F,Age Range 1,NV,Carrier 1,Phone,0
C37133,Product A,0,226,Source 193,F,Age Range 1,AZ,Carrier 3,Phone,407
C37134,Product A,1,367,Source 188,F,Age Range 1,AZ,Carrier 2,Phone,356
C37135,Product B,0,1112,Source 43,M,Age Range 3,CA,Carrier 5,Web,181.35
C37136,Product A,0,227,Source 1,F,Age Range 1,CT,Carrier 5,Phone,359
C37137,Product A,0,160,Source 1,F,Age Range 2,PA,Carrier 1,Phone,552
C37138,Product A,0,594,Source 95,F,Age Range 1,GA,Carrier 1,Web,552.25
C37139,Product B,0,1319,Source 95,M,Age Range 1,MD,Carrier 3,Phone,185
C37140,Product A,0,247,Source 1,F,Age Range 1,PA,Carrier 3,Phone,360.42
C37141,Product B,1,362,Source 23,F,Age Range 1,AL,Carrier 5,Phone,78
C37142,Product A,0,219,Source 81,M,Age Range 3,OH,Carrier 4,Phone,414.04
C37143,Product A,0,1649,Source 2,M,Age Range 1,UT,Carrier 3,Phone,1477.75
C37144,Product B,1,270,Source 161,F,Age Range 2,TX,Carrier 3,Phone,44.75
C37145,Product A,0,283,Source 1,M,Age Range 2,MO,Carrier 1,Phone,276.75
C37146,Product A,1,736,Source 95,F,Age Range 1,FL,Carrier 3,Phone,722
C37147,Product A,0,224,Source 2,M,Age Range 3,MO,Carrier 1,Phone,606
C37148,Product A,0,109,Source 1,F,Age Range 1,TX,Carrier 3,Phone,512.33
C37149,Product B,0,958,Source 222,M,Age Range 1,MA,Carrier 1,Web,108.94
C37150,Product A,0,531,Source 95,F,Age Range 1,NM,Carrier 3,Phone,802.81
C37151,Product A,0,707,Source 1,M,Age Range 2,TX,Carrier 2,Phone,1365
C37152,Product A,0,1317,Source 43,F,Age Range 1,KY,Carrier 3,Phone,1240
C37153,Product B,0,593,Source 188,F,Age Range 1,CO,Carrier 3,Web,151
C37154,Product A,0,279,Source 1,M,Age Range 2,OH,Carrier 4,Phone,816.04
C37155,Product A,1,262,Source 154,F,Age Range 2,TN,Carrier 3,Phone,48.62
C37156,Product A,0,227,Source 200,F,Age Range 1,OH,Carrier 4,Phone,422.04
C37157,Product A,0,352,Source 1,M,Age Range 2,MI,Carrier 4,Phone,233
C37158,Product B,0,492,Source 189,F,Age Range 1,FL,Carrier 3,Phone,113.25
C37159,Product A,0,596,Source 1,M,Age Range 2,IL,Carrier 1,Phone,767.25
C37160,Product C,0,1352,Source 160,M,Age Range 1,KY,Carrier 4,Phone,542.33
C37161,Product A,1,152,Source 154,M,Age Range 1,CT,Carrier 4,Phone,150.25
C37162,Product A,0,1689,Source 43,M,Age Range 2,PA,Carrier 1,Phone,1684.33
C37163,Product A,1,363,Source 164,F,Age Range 1,FL,Carrier 3,Phone,564
C37164,Product B,1,154,Source 176,M,Age Range 1,CA,Carrier 5,Web,62.33
C37165,Product B,0,218,Source 200,F,Age Range 1,MO,Carrier 1,Web,37.06
C37166,Product A,0,344,Source 95,M,Age Range 1,OH,Carrier 3,Phone,446.14
C37167,Product B,1,366,Source 95,F,Age Range 1,MO,Carrier 3,Web,45
C37168,Product A,0,893,Source 1,M,Age Range 2,IN,Carrier 3,Phone,1036
C37169,Product A,0,472,Source 1,M,Age Range 2,NY,Carrier 5,Phone,603.56
C37170,Product B,0,958,Source 160,M,Age Range 1,VA,Carrier 3,Web,155
C37171,Product A,0,226,Source 1,M,Age Range 1,PA,Carrier 2,Phone,621
C37172,Product B,0,1316,Source 95,F,Age Range 1,SC,Carrier 3,Web,190
C37173,Product A,1,424,Source 222,F,Age Range 2,FL,Carrier 1,Phone,835.5
C37174,Product A,1,366,Source 1,F,Age Range 2,FL,Carrier 5,Phone,649.01
C37175,Product B,0,225,Source 181,M,Age Range 1,IL,Carrier 5,Phone,62
C37176,Product A,0,196,Source 215,M,Age Range 1,GA,Carrier 5,Phone,647
C37177,Product A,0,922,Source 1,F,Age Range 1,IN,Carrier 3,Phone,1094
C37178,Product A,0,590,Source 1,M,Age Range 1,FL,Carrier 5,Phone,453.26
C37179,Product A,0,1475,Source 201,F,Age Range 2,AL,Carrier 3,Phone,1673.75
C37180,Product A,0,288,Source 1,M,Age Range 2,WA,Carrier 4,Phone,495.83
C37181,Product C,0,592,Source 173,F,Age Range 1,IL,Carrier 4,Phone,579.61
C37182,Product A,0,962,Source 160,M,Age Range 1,CA,Carrier 5,Phone,1076
C37183,Product B,0,1321,Source 95,F,Age Range 1,SC,Carrier 3,Web,220
C37184,Product B,1,306,Source 1,M,Age Range 2,MI,Carrier 5,Phone,44.33
C37185,Product A,1,27,Source 95,M,Age Range 1,OH,Carrier 5,Web,282
C37186,Product A,0,1936,Source 222,M,Age Range 2,LA,Carrier 3,Phone,1819.17
C37187,Product C,0,2415,Source 211,M,Age Range 1,MD,Carrier 4,Phone,2983.11
C37188,Product A,0,219,Source 188,M,Age Range 1,TX,Carrier 5,Phone,340
C37189,Product A,1,589,Source 1,M,Age Range 1,FL,Carrier 1,Phone,718
C37190,Product A,0,535,Source 53,M,Age Range 1,NC,Carrier 5,Phone,377.75
C37191,Product A,1,26,Source 95,M,Age Range 1,TN,Carrier 5,Phone,293
C37192,Product A,1,721,Source 4,M,Age Range 1,TN,Carrier 3,Phone,766
C37193,Product A,1,366,Source 235,F,Age Range 2,MI,Carrier 5,Phone,615
C37194,Product A,0,219,Source 200,M,Age Range 1,FL,Carrier 5,Phone,338
C37195,Product A,1,86,Source 104,M,Age Range 1,IN,Carrier 3,Phone,252.5
C37196,Product B,0,595,Source 215,F,Age Range 1,AZ,Carrier 5,Phone,74.44
C37197,Product A,0,845,Source 1,M,Age Range 1,CT,Carrier 5,Phone,1040.17
C37198,Product A,1,0,Source 1,M,Age Range 2,IL,Carrier 3,Phone,50
C37199,Product A,1,1068,Source 164,M,Age Range 1,AR,Carrier 3,Phone,1133.41
C37200,Product B,1,359,Source 115,F,Age Range 1,MA,Carrier 5,Web,94.4
C37201,Product A,1,184,Source 1,F,Age Range 2,PA,Carrier 5,Phone,187.02
C37202,Product A,1,367,Source 53,F,Age Range 1,MO,Carrier 1,Phone,529
C37203,Product B,0,1322,Source 173,F,Age Range 1,RI,Carrier 3,Web,232
C37204,Product B,0,685,Source 199,F,Age Range 1,IN,Carrier 5,Phone,234
C37205,Product A,0,227,Source 193,M,Age Range 1,MS,Carrier 5,Phone,441
C37206,Product A,1,279,Source 1,M,Age Range 2,TX,Carrier 2,Phone,334
C37207,Product A,0,956,Source 184,M,Age Range 1,NY,Carrier 1,Phone,732.29
C37208,Product A,1,426,Source 1,M,Age Range 2,TX,Carrier 3,Phone,734
C37209,Product A,0,590,Source 114,F,Age Range 1,IL,Carrier 1,Web,767.25
C37210,Product A,1,332,Source 95,M,Age Range 2,TX,Carrier 2,Phone,637
C37211,Product B,1,1462,Source 23,M,Age Range 1,WV,Carrier 3,Phone,211
C37212,Product B,0,952,Source 222,F,Age Range 1,GA,Carrier 3,Phone,182
C37213,Product A,0,1207,Source 178,F,Age Range 1,IL,Carrier 3,Phone,1447
C37214,Product A,1,721,Source 222,M,Age Range 1,TX,Carrier 1,Phone,770
C37215,Product B,0,464,Source 95,M,Age Range 3,WV,Carrier 1,Web,122.06
C37216,Product B,0,222,Source 176,M,Age Range 1,FL,Carrier 5,Web,87
C37217,Product A,0,949,Source 170,F,Age Range 1,NY,Carrier 5,Phone,709.67
C37218,Product A,1,202,Source 182,M,Age Range 1,AZ,Carrier 5,Phone,132
C37219,Product A,1,335,Source 154,F,Age Range 1,NY,Carrier 5,Phone,571.5
C37220,Product A,0,592,Source 1,M,Age Range 2,CO,Carrier 5,Phone,703.26
C37221,Product B,0,600,Source 222,M,Age Range 3,AR,Carrier 5,Web,194
C37222,Product C,0,1172,Source 22,F,Age Range 1,AZ,Carrier 3,Phone,543.06
C37223,Product A,0,507,Source 222,F,Age Range 1,TX,Carrier 5,Phone,560.01
C37224,Product A,1,362,Source 1,M,Age Range 2,MD,Carrier 3,Phone,644.83
C37225,Product A,1,726,Source 191,M,Age Range 1,CA,Carrier 4,Web,1040.33
C37226,Product A,1,21,Source 160,F,Age Range 2,NC,Carrier 3,Phone,55
C37227,Product B,0,227,Source 167,M,Age Range 1,SC,Carrier 3,Phone,110
C37228,Product A,1,479,Source 95,F,Age Range 3,NY,Carrier 4,Phone,725.88
C37229,Product B,0,226,Source 65,F,Age Range 1,CA,Carrier 3,Web,70
C37230,Product A,1,209,Source 95,F,Age Range 1,NJ,Carrier 5,Phone,777
C37231,Product A,0,867,Source 1,M,Age Range 2,WV,Carrier 3,Phone,1091
C37232,Product B,1,1464,Source 95,F,Age Range 1,WA,Carrier 3,Phone,200
